,data,time
367,-32.0625,2301118.0
368,-30.5625,2307371.0
369,-29.8125,2313580.0
370,-28.3125,2319646.0
371,-28.3125,2325504.0
372,-27.5625,2331305.0
373,-25.5,2337838.0
374,-24.0,2344438.0
375,-21.75,2350516.0
376,-21.75,2356659.0
377,-23.4375,2362650.0
378,-22.6875,2368464.0
379,-20.25,2374216.0
380,-19.125,2380149.0
381,-17.625,2386570.0
382,-13.6875,2392948.0
383,-11.8125,2399015.0
384,-11.625,2405250.0
385,-8.25,2411335.0
386,-5.625,2417207.0
387,-9.0,2422967.0
388,-3.75,2430514.0
389,6.9375,2436529.0
390,11.625,2442619.0
391,18.75,2448893.0
392,25.5,2454877.0
393,31.125,2460804.0
394,37.3125,2466666.0
395,42.5625,2472593.0
396,44.4375,2478607.0
397,46.3125,2485107.0
398,49.6875,2491838.0
399,50.4375,2498187.0
400,53.25,2504226.0
401,55.3125,2511047.0
402,55.6875,2518009.0
403,56.625,2523946.0
404,58.125,2529865.0
405,63.5625,2537471.0
406,62.0625,2544945.0
407,63.375,2551886.0
408,65.8125,2558759.0
409,67.3125,2566003.0
410,65.25,2572354.0
411,70.6875,2578274.0
412,71.25,2584362.0
413,72.375,2591290.0
414,75.75,2597948.0
415,77.25,2604933.0
416,81.9375,2611742.0
417,88.125,2617657.0
418,92.25,2623455.0
419,97.5,2629271.0
420,105.375,2635387.0
421,110.8125,2642166.0
422,114.5625,2648564.0
423,117.9375,2655281.0
424,123.5625,2661481.0
425,125.4375,2667402.0
426,126.75,2673232.0
427,128.625,2681533.0
428,132.1875,2689906.0
429,137.4375,2697384.0
430,137.625,2704739.0
431,139.5,2710974.0
432,137.25,2719580.0
433,138.1875,2726941.0
434,138.1875,2734525.0
435,138.75,2742632.0
436,138.0,2749609.0
437,139.6875,2755587.0
438,139.875,2762639.0
439,138.9375,2769309.0
440,138.9375,2776022.0
441,139.875,2782951.0
442,143.625,2791240.0
443,145.3125,2798859.0
444,143.0625,2806669.0
445,147.1875,2814314.0
446,142.875,2820653.0
447,142.875,2827296.0
448,144.75,2833645.0
449,143.8125,2840300.0
450,142.6875,2847383.0
451,142.6875,2854804.0
452,143.0625,2861746.0
453,142.5,2867921.0
454,141.1875,2875777.0
455,141.375,2882686.0
456,140.8125,2889839.0
457,145.3125,2896876.0
458,144.5625,2903012.0
459,143.4375,2908832.0
460,140.8125,2915138.0
461,140.4375,2923502.0
462,138.0,2930612.0
463,139.5,2937763.0
464,137.8125,2944930.0
465,135.5625,2950883.0
466,135.1875,2957231.0
467,135.1875,2963620.0
468,133.3125,2970281.0
469,134.8125,2977439.0
470,132.0,2984540.0
471,130.875,2991795.0
472,132.5625,2999732.0
473,132.0,3005587.0
474,129.1875,3011438.0
475,117.5625,3017700.0
476,107.4375,3023974.0
477,97.125,3030224.0
478,89.4375,3036384.0
479,79.5,3042490.0
480,73.5,3048739.0
481,65.4375,3054558.0
482,59.625,3061440.0
483,54.0,3068382.0
484,52.5,3074989.0
485,51.9375,3081527.0
486,50.4375,3088536.0
487,51.375,3095037.0
488,51.0,3100893.0
489,49.3125,3106738.0
490,46.125,3112944.0
491,49.875,3119276.0
492,46.6875,3125803.0
493,47.4375,3132283.0
494,47.0625,3138535.0
495,38.0625,3144312.0
496,36.75,3150773.0
497,35.4375,3157798.0
498,36.9375,3164561.0
499,34.5,3171332.0
500,37.6875,3177326.0
501,33.9375,3183115.0
502,34.125,3188931.0
503,34.5,3194865.0
504,31.3125,3201280.0
505,31.125,3208211.0
506,30.5625,3214999.0
507,26.25,3221910.0
508,26.0625,3227821.0
509,24.9375,3233697.0
510,22.6875,3240454.0
511,23.0625,3247466.0
512,17.4375,3254163.0
513,16.875,3260596.0
514,12.1875,3266597.0
515,13.6875,3272440.0
516,16.875,3279178.0
517,13.6875,3286163.0
518,13.3125,3292538.0
519,13.3125,3299448.0
520,9.9375,3305914.0
521,2.4375,3311921.0
522,-0.9375,3317766.0
523,-11.25,3323762.0
524,-14.4375,3330140.0
525,-18.0,3336541.0
526,-24.375,3342902.0
527,-25.875,3349309.0
528,-25.6875,3355337.0
529,-29.0625,3361207.0
530,-31.3125,3367692.0
531,-30.5625,3373698.0
532,-30.375,3379777.0
533,-32.25,3385950.0
534,-29.25,3392362.0
535,-30.5625,3398172.0
536,-30.75,3404093.0
537,-30.375,3410633.0
538,-30.1875,3417995.0
539,-33.75,3424251.0
540,-33.75,3430805.0
541,-32.8125,3439841.0
542,-32.625,3445662.0
543,-32.4375,3451508.0
544,-33.375,3457333.0
545,-32.0625,3463697.0
546,-33.1875,3469955.0
547,-30.9375,3476105.0
548,-33.9375,3482431.0
549,-34.875,3488540.0
550,-31.6875,3494752.0
551,-31.5,3500615.0
552,-31.6875,3506466.0
553,-32.625,3512961.0
554,-34.5,3519440.0
555,-39.5625,3525529.0
556,-37.6875,3531940.0
557,-38.8125,3538149.0
558,-39.1875,3544285.0
559,-37.3125,3550210.0
560,-36.1875,3556042.0
561,-35.0625,3561954.0
562,-33.9375,3568529.0
563,-36.9375,3574885.0
564,-36.375,3580955.0
565,-38.625,3587216.0
566,-36.9375,3593322.0
567,-36.75,3599212.0
568,-37.125,3605005.0
569,-36.1875,3611603.0
570,-36.0,3617957.0
571,-36.0,3623993.0
572,-35.625,3630103.0
573,-35.625,3636083.0
574,-33.5625,3642016.0
575,-32.625,3647959.0
576,-30.75,3653806.0
577,-30.5625,3659618.0
578,-32.0625,3665459.0
579,-31.5,3671959.0
580,-29.4375,3678789.0
581,-30.5625,3685238.0
582,-28.5,3691348.0
583,-26.25,3697461.0
584,-27.5625,3703500.0
585,-25.6875,3709598.0
586,-27.1875,3715789.0
587,-27.375,3722309.0
588,-18.5625,3728402.0
589,-12.0,3734549.0
590,-2.625,3740559.0
591,3.1875,3746407.0
592,11.0625,3752206.0
593,16.6875,3758117.0
594,16.3125,3764398.0
595,19.875,3770546.0
596,23.625,3776750.0
597,25.5,3782822.0
598,25.875,3788940.0
599,26.25,3794754.0
600,25.875,3800502.0
601,27.9375,3806960.0
602,30.75,3813536.0
603,31.875,3819703.0
604,33.0,3825708.0
605,35.0625,3831887.0
606,33.75,3837791.0
607,36.5625,3843642.0
608,37.875,3849726.0
609,39.9375,3856476.0
610,41.25,3862992.0
611,43.125,3869177.0
612,45.9375,3875428.0
613,45.5625,3881727.0
614,46.3125,3887769.0
615,48.0,3893676.0
616,47.0625,3899485.0
617,49.5,3905528.0
618,50.625,3912163.0
619,50.625,3918801.0
620,50.4375,3925548.0
621,52.6875,3931717.0
622,56.0625,3939072.0
623,56.625,3944854.0
624,60.9375,3950876.0
625,68.4375,3957374.0
626,72.75,3963776.0
627,78.375,3970017.0
628,90.5625,3976250.0
629,94.6875,3982266.0
630,98.4375,3988069.0
631,103.875,3993877.0
632,106.875,3999711.0
633,111.5625,4005692.0
634,115.125,4012130.0
635,121.125,4018635.0
636,121.125,4024982.0
637,124.6875,4031243.0
638,128.4375,4037248.0
639,129.5625,4043100.0
640,128.8125,4048955.0
641,131.0625,4054804.0
642,130.5,4060746.0
643,130.5,4067159.0
644,131.625,4073661.0
645,128.25,4079827.0
646,129.5625,4086018.0
647,127.5,4091996.0
648,129.5625,4097834.0
649,129.5625,4103684.0
650,131.4375,4110674.0
651,129.75,4117334.0
652,132.75,4123325.0
653,133.6875,4129302.0
654,135.375,4135230.0
655,134.4375,4141090.0
656,134.4375,4146892.0
657,135.75,4153171.0
658,134.4375,4159515.0
659,132.1875,4165520.0
660,135.1875,4171516.0
661,130.3125,4177472.0
662,133.125,4183316.0
663,132.375,4189282.0
664,132.9375,4195122.0
665,133.6875,4200969.0
666,133.5,4207219.0
667,134.0625,4213531.0
668,131.8125,4219501.0
669,133.3125,4225430.0
670,132.9375,4231363.0
671,134.25,4237218.0
672,135.5625,4242960.0
673,137.4375,4248834.0
674,137.4375,4255967.0
675,137.25,4262670.0
676,139.3125,4268686.0
677,138.375,4274913.0
678,137.4375,4280959.0
679,137.25,4286825.0
680,136.125,4292663.0
681,135.375,4298485.0
682,136.6875,4304969.0
683,135.5625,4311648.0
684,134.625,4317808.0
685,135.5625,4324025.0
686,134.8125,4330133.0
687,135.1875,4336270.0
688,136.125,4343175.0
689,137.25,4349761.0
690,138.0,4355918.0
691,136.5,4362153.0
692,136.6875,4368351.0
693,135.1875,4374359.0
694,134.4375,4380220.0
695,131.25,4386288.0
696,131.25,4393339.0
697,131.0625,4399764.0
698,130.875,4406006.0
699,129.5625,4412350.0
700,129.0,4418444.0
701,125.625,4424391.0
702,122.625,4430305.0
703,122.25,4436143.0
704,122.4375,4442046.0
705,122.4375,4448637.0
706,122.0625,4454969.0
707,122.25,4461139.0
708,120.5625,4467629.0
709,117.375,4473800.0
710,115.3125,4480072.0
711,111.9375,4485973.0
712,113.8125,4491887.0
713,113.4375,4498572.0
714,105.0,4505590.0
715,98.625,4511782.0
716,90.375,4518042.0
717,81.0,4524169.0
718,75.1875,4530206.0
719,68.4375,4536094.0
720,58.875,4542061.0
721,52.125,4548682.0
722,46.3125,4554988.0
723,42.5625,4561154.0
724,38.4375,4567356.0
725,36.0,4573849.0
726,32.625,4580258.0
727,30.75,4586171.0
728,30.75,4592057.0
729,30.1875,4598828.0
730,28.3125,4605455.0
731,29.0625,4611770.0
732,27.5625,4617966.0
733,28.6875,4624366.0
734,27.375,4630454.0
735,28.5,4636382.0
736,27.1875,4642281.0
737,23.8125,4648697.0
738,24.375,4655047.0
739,25.875,4661340.0
740,20.4375,4667816.0
741,20.4375,4674034.0
742,19.6875,4679960.0
743,16.3125,4686050.0
744,16.5,4692455.0
745,17.0625,4698758.0
746,16.6875,4704964.0
747,16.3125,4711150.0
748,15.5625,4717212.0
749,12.1875,4723130.0
750,14.625,4729057.0
751,9.75,4735555.0
752,10.3125,4742285.0
753,6.9375,4748779.0
754,7.6875,4754879.0
755,8.25,4761192.0
756,4.875,4767335.0
757,6.375,4773221.0
758,6.5625,4779132.0
759,2.4375,4785519.0
760,2.25,4792052.0
761,-3.9375,4798130.0
762,-7.6875,4804733.0
763,-14.4375,4810754.0
764,-18.9375,4816735.0
765,-22.5,4822641.0
766,-25.875,4829273.0
